,country,continent,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious,cases/1M_pop,deaths/1M_pop,total_tests,tests/1M_pop,population,Date
134,Malta,Europe,635,+3,9 ,,597,29,,"1,438",20,"77,884","176,415","441,481",2020-06-10
135,Cabo Verde,Africa,615,+30,5 ,,294,316,,"1,107",9,"1,307","2,352","555,641",2020-06-10
136,Sao Tome and Principe,Africa,611,+97,12 ,,135,464,,"2,791",55,"1,095","5,002","218,909",2020-06-10
137,Jamaica,North America,605,+6,10 ,,407,188,2,204,3,"15,153","5,118","2,960,470",2020-06-10
138,Channel Islands,Europe,565,,48 ,,512,5,,"3,251",276,"10,255","59,014","173,772",2020-06-10
139,Yemen,Asia,560,+36,129  ,+2,23,408,,19,4,120,4,"29,784,357",2020-06-10
140,Togo,Africa,522,+21,13 ,,265,244,1,63,2,"23,988","2,902","8,266,284",2020-06-10
141,Tanzania,Africa,509,,21 ,,183,305,7,9,0.4,,,"59,620,347",2020-06-10
142,Réunion,Africa,486,+5,1 ,,447,38,1,543,1,"17,200","19,219","894,958",2020-06-10
143,Palestine,Asia,485,+4,3 ,,410,72,,95,0.6,"44,876","8,810","5,093,823",2020-06-10
144,Rwanda,Africa,476,+13,2 ,,307,167,,37,0.2,"82,239","6,360","12,931,392",2020-06-10
145,Mozambique,Africa,472,+19,2 ,,138,332,,15,0.06,"15,544",498,"31,197,059",2020-06-10
146,Malawi,Africa,455,,4 ,,55,396,4,24,0.2,"6,690",350,"19,097,600",2020-06-10
147,Taiwan,Asia,443,,7 ,,431,5,,19,0.3,"73,751","3,097","23,814,505",2020-06-10
148,Eswatini,Africa,398,+27,3 ,,236,159,5,343,3,"6,551","5,650","1,159,478",2020-06-10
149,Liberia,Africa,397,+14,31 ,,200,166,,79,6,,,"5,050,055",2020-06-10
150,Libya,Africa,378,+19,5 ,,59,314,,55,0.7,"11,070","1,612","6,865,799",2020-06-10
151,Mauritius,Africa,337,,10 ,,325,2,,265,8,"137,789","108,354","1,271,657",2020-06-10
152,Isle of Man,Europe,336,,24 ,,312,0,,"3,953",282,"5,350","62,935","85,009",2020-06-10
153,Vietnam,Asia,332,, ,,320,12,1,3,,"275,000","2,827","97,289,213",2020-06-10
154,Montenegro,Europe,324,,9 ,,315,0,,516,14,"13,186","20,995","628,062",2020-06-10
155,Zimbabwe,Africa,320,+6,4 ,,49,267,,22,0.3,"52,905","3,563","14,850,093",2020-06-10
156,Benin,Africa,305,,4 ,,188,113,2,25,0.3,"45,100","3,727","12,102,356",2020-06-10
157,Myanmar,Asia,248,+2,6 ,,165,77,,5,0.1,"42,416",780,"54,389,676",2020-06-10
158,Martinique,North America,202,,14 ,,98,90,,538,37,,,"375,280",2020-06-10
159,Mongolia,Asia,194,, ,,87,107,15,59,,"16,723","5,106","3,275,116",2020-06-10
160,Faeroe Islands,Europe,187,, ,,187,0,,"3,828",,"10,607","217,121","48,853",2020-06-10
161,Cayman Islands,North America,180,+4,1 ,,107,72,,"2,741",15,"16,072","244,713","65,677",2020-06-10
162,Gibraltar,Europe,176,, ,,169,7,,"5,224",,"9,508","282,203","33,692",2020-06-10
163,Guadeloupe,North America,164,,14 ,,144,6,1,410,35,"4,975","12,434","400,120",2020-06-10
164,Comoros,Africa,162,+21,2 ,,97,63,,187,2,,,"868,435",2020-06-10
165,Guyana,South America,156,,12 ,,92,52,1,198,15,"1,876","2,386","786,346",2020-06-10
166,Syria,Asia,152,+6,6 ,,68,78,,9,0.3,,,"17,473,199",2020-06-10
167,Suriname,South America,144,+7,2 ,,9,133,2,246,3,"1,165","1,987","586,336",2020-06-10
168,Bermuda,North America,141,,9 ,,125,7,2,"2,264",144,"8,359","134,197","62,289",2020-06-10
169,Brunei ,Asia,141,,2 ,,138,1,1,322,5,"23,293","53,273","437,242",2020-06-10
170,Cambodia,Asia,126,, ,,125,1,1,8,,"24,799","1,484","16,705,332",2020-06-10
171,Trinidad and Tobago,North America,117,,8 ,,109,0,,84,6,"3,481","2,488","1,399,246",2020-06-10
172,Angola,Africa,113,+17,4 ,,40,69,1,3,0.1,"10,000",305,"32,796,332",2020-06-10
173,Bahamas,North America,103,,11 ,,67,25,1,262,28,"2,237","5,692","393,031",2020-06-10
174,Aruba,North America,101,,3 ,,98,0,,946,28,"2,186","20,479","106,742",2020-06-10
175,Monaco,Europe,99,,4 ,,93,2,,"2,524",102,"16,200","412,981","39,227",2020-06-10
176,Barbados,North America,96,+4,7 ,,83,6,1,334,24,"6,005","20,897","287,357",2020-06-10
177,Burundi,Africa,83,,1 ,,45,37,,7,0.08,382,32,"11,866,823",2020-06-10
178,Liechtenstein,Europe,82,,1 ,,55,26,,"2,151",26,900,"23,608","38,122",2020-06-10
179,Sint Maarten,North America,77,,15 ,,61,1,1,"1,797",350,471,"10,992","42,848",2020-06-10
180,French Polynesia,Australia/Oceania,60,, ,,60,0,,214,,"4,262","15,177","280,819",2020-06-10
181,Bhutan,Asia,59,, ,,18,41,,77,,"20,104","26,071","771,120",2020-06-10
182,Botswana,Africa,48,+6,1 ,,24,23,1,20,0.4,"26,238","11,171","2,348,667",2020-06-10
183,Macao,Asia,45,, ,,45,0,,69,,,,"648,814",2020-06-10
184,Saint Martin,North America,41,,3 ,,33,5,1,"1,061",78,614,"15,896","38,626",2020-06-10
185,Eritrea,Africa,41,+2, ,,39,2,,12,,,,"3,543,529",2020-06-10
186,Namibia,Africa,31,, ,,17,14,1,12,,"5,084","2,003","2,538,088",2020-06-10
187,Gambia,Africa,28,,1 ,,22,5,,12,0.4,"1,970",817,"2,412,139",2020-06-10
188,St. Vincent Grenadines,North America,27,,  ,,25,2,,243,,643,"5,797","110,921",2020-06-10
189,Antigua and Barbuda,North America,26,,3 ,,20,3,1,266,31,246,"2,513","97,884",2020-06-10
190,Timor-Leste,Asia,24,, ,,24,0,,18,,"1,568","1,191","1,316,895",2020-06-10
191,Grenada,North America,23,, ,,22,1,1,204,,"4,130","36,713","112,495",2020-06-10
192,Curaçao,North America,22,+1,1 ,,15,6,,134,6,"1,080","6,583","164,057",2020-06-10
193,New Caledonia,Australia/Oceania,21,, ,,20,1,,74,,"7,477","26,204","285,342",2020-06-10
194,Belize,North America,20,,2 ,,16,2,,50,5,"1,776","4,471","397,186",2020-06-10
195,Laos,Asia,19,, ,,19,0,,3,,"9,220","1,268","7,269,302",2020-06-10
196,Saint Lucia,North America,19,, ,,18,1,,103,,"1,264","6,885","183,582",2020-06-10
197,Dominica,North America,18,, ,,16,2,,250,,534,"7,419","71,977",2020-06-10
198,Fiji,Australia/Oceania,18,, ,,18,0,,20,,"2,431","2,713","896,085",2020-06-10
199,Saint Kitts and Nevis,North America,15,, ,,15,0,,282,,417,"7,842","53,178",2020-06-10
200,Falkland Islands,South America,13,, ,,13,0,,"3,743",,535,"154,045","3,473",2020-06-10
201,Greenland,North America,13,, ,,13,0,,229,,"2,412","42,491","56,765",2020-06-10
202,Turks and Caicos,North America,12,,1 ,,11,0,,310,26,192,"4,963","38,686",2020-06-10
203,Vatican City,Europe,12,, ,,12,0,,"14,981",,,,801,2020-06-10
204,Montserrat,North America,11,,1 ,,10,0,,"2,204",200,61,"12,220","4,992",2020-06-10
205,Seychelles,Africa,11,, ,,11,0,,112,,,,"98,314",2020-06-10
206,MS Zaandam,Other,9,,2 ,,,7,,,,,, ,2020-06-10
207,Western Sahara,Africa,9,,1 ,,6,2,,15,2,,,"596,388",2020-06-10
208,British Virgin Islands,North America,8,,1 ,,7,0,,265,33,167,"5,526","30,220",2020-06-10
209,Papua New Guinea,Australia/Oceania,8,, ,,8,0,,0.9,,"5,281",591,"8,936,574",2020-06-10
210,Caribbean Netherlands,North America,7,, ,,7,0,,267,,424,"16,178","26,209",2020-06-10
211,St. Barth,North America,6,, ,,6,0,,608,,152,"15,392","9,875",2020-06-10
212,Lesotho,Africa,4,, ,,2,2,,2,,"1,515",708,"2,141,301",2020-06-10
213,Anguilla,North America,3,, ,,3,0,,200,,41,"2,734","14,995",2020-06-10
214,Saint Pierre Miquelon,North America,1,, ,,1,0,,173,,,,"5,795",2020-06-10
0,China,Asia,"83,057",+11,"4,634 ",,"78,361",62,,58,3,,,"1,439,323,776 ",2020-06-11
1,USA,North America,"2,089,701","+23,300","116,034 ",+904,"816,086","1,157,581","16,827","6,315",351,"23,073,470","69,729","330,901,704",2020-06-11
2,Brazil,South America,"805,649","+30,465","41,058 ","+1,261","396,692","367,899","8,318","3,792",193,"1,364,423","6,421","212,479,860",2020-06-11
3,Russia,Europe,"502,436","+8,779","6,532 ",+174,"261,150","234,754","2,300","3,443",45,"13,875,097","95,080","145,931,382",2020-06-11
4,India,Asia,"298,283","+11,128","8,501 ",+394,"146,972","142,810","8,944",216,6,"5,213,140","3,780","1,379,270,740",2020-06-11
5,UK,Europe,"291,409","+1,266","41,279 ",+151,,,516,"4,294",608,"6,240,801","91,956","67,867,577",2020-06-11
6,Spain,Europe,"289,787",+427,"27,136 ",,,,617,"6,198",580,"4,465,338","95,507","46,753,887",2020-06-11
7,Italy,Europe,"236,142",+379,"34,167 ",+53,"171,338","30,637",236,"3,905",565,"4,443,821","73,493","60,466,117",2020-06-11
8,Peru,South America,"214,788","+5,965","6,109 ",+206,"102,429","106,250","1,065","6,519",185,"1,282,478","38,927","32,946,025",2020-06-11
9,Germany,Europe,"186,795",+285,"8,851 ",+7,"171,200","6,744",462,"2,230",106,"4,694,147","56,036","83,770,376",2020-06-11
10,Iran,Asia,"180,156","+2,218","8,584 ",+78,"142,663","28,909","2,728","2,146",102,"1,173,208","13,978","83,933,136",2020-06-11
11,Turkey,Asia,"174,023",+987,"4,763 ",+17,"147,860","21,400",643,"2,065",57,"2,500,890","29,670","84,289,552",2020-06-11
12,France,Europe,"155,561",+425,"29,346 ",+27,"72,149","54,066",903,"2,383",450,"1,384,633","21,215","65,266,270",2020-06-11
13,Chile,South America,"154,092","+5,596","2,648 ",+173,"126,444","25,000","1,689","8,065",139,"781,043","40,876","19,107,435",2020-06-11
14,Mexico,North America,"129,184","+4,883","15,357 ",+708,"93,930","19,897",378,"1,003",119,"369,362","2,866","128,859,025",2020-06-11
15,Pakistan,Asia,"119,536","+5,834","2,356 ",+101,"38,391","78,789",111,542,11,"780,825","3,539","220,638,507",2020-06-11
16,Saudi Arabia,Asia,"116,021","+3,733",857 ,+38,"80,019","35,145","1,738","3,336",25,"1,042,312","29,966","34,782,906",2020-06-11
17,Canada,North America,"97,530",+405,"7,994 ",+34,"57,658","31,878","1,878","2,585",212,"2,028,496","53,771","37,724,444",2020-06-11
18,Bangladesh,Asia,"78,052","+3,187","1,049 ",+37,"16,747","60,256",1,474,6,"457,332","2,778","164,600,549",2020-06-11
19,Qatar,Asia,"75,071","+1,476",69 ,+3,"51,331","23,671",230,"26,737",25,"274,793","97,868","2,807,805 ",2020-06-11
20,Belgium,Europe,"59,711",+142,"9,636 ",+7,"16,453","33,622",99,"5,153",832,"983,670","84,894","11,587,039",2020-06-11
21,South Africa,Africa,"58,568","+3,147","1,284 ",+74,"33,252","24,032",208,988,22,"1,028,399","17,352","59,267,163",2020-06-11
22,Belarus,Europe,"51,816",+750,293 ,+5,"26,643","24,880",92,"5,483",31,"678,570","71,810","9,449,475",2020-06-11
23,Sweden,Europe,"49,479","+1,326","4,814 ",+19,,,272,"4,901",477,"325,000","32,191","10,095,978",2020-06-11
24,Netherlands,Europe,"48,251",+164,"6,044 ",+2,,,77,"2,816",353,"446,164","26,041","17,132,971",2020-06-11
25,Colombia,South America,"45,212","+1,530","1,488 ",+55,"17,790","25,934",335,889,29,"458,324","9,013","50,853,330",2020-06-11
26,Ecuador,South America,"44,440",,"3,720 ",,"21,862","18,858",219,"2,521",211,"128,175","7,271","17,627,809",2020-06-11
27,UAE,Asia,"40,986",+479,286 ,+2,"25,234","15,466",1,"4,147",29,"2,582,000","261,236","9,883,799",2020-06-11
28,Egypt,Africa,"39,726","+1,442","1,377 ",+35,"10,691","27,658",41,389,13,"135,000","1,321","102,220,760",2020-06-11
29,Singapore,Asia,"39,387",+422,25 ,,"27,286","12,076",2,"6,735",4,"488,695","83,568","5,847,901",2020-06-11
30,Portugal,Europe,"35,910",+310,"1,504 ",+7,"22,002","12,404",70,"3,521",147,"954,069","93,553","10,198,122",2020-06-11
31,Indonesia,Asia,"35,295",+979,"2,000 ",+41,"12,636","20,659",,129,7,"463,620","1,696","273,366,090",2020-06-11
32,Kuwait,Asia,"34,432",+609,279 ,+4,"24,137","10,016",184,"8,069",65,"327,144","76,669","4,266,990",2020-06-11
33,Switzerland,Europe,"31,044",+33,"1,937 ",+1,"28,800",307,18,"3,588",224,"441,628","51,048","8,651,283",2020-06-11
34,Ukraine,Europe,"29,070",+689,854 ,+21,"13,141","15,075",306,665,20,"456,509","10,435","43,745,847",2020-06-11
35,Poland,Europe,"28,201",+359,"1,215 ",+9,"13,696","13,290",75,745,32,"1,129,039","29,830","37,848,619",2020-06-11
36,Argentina,South America,"27,373","+1,386",765 ,+30,"8,332","18,276",274,606,17,"208,519","4,616","45,173,491",2020-06-11
37,Ireland,Europe,"25,238",+7,"1,703 ",+8,"22,698",837,28,"5,114",345,"367,780","74,528","4,934,765",2020-06-11
38,Philippines,Asia,"24,175",+443,"1,036 ",+9,"5,165","17,974",82,221,9,"463,025","4,229","109,499,539",2020-06-11
39,Afghanistan,Asia,"22,890",+748,426 ,+21,"3,326","19,138",19,589,11,"52,546","1,352","38,874,978",2020-06-11
40,Dominican Republic,North America,"21,437",+629,561 ,+11,"12,541","8,335",110,"1,977",52,"100,035","9,227","10,842,017",2020-06-11
41,Romania,Europe,"21,182",+237,"1,369 ",+9,"15,283","4,530",153,"1,101",71,"531,619","27,626","19,243,552",2020-06-11
42,Oman,Asia,"19,954","+1,067",89 ,+5,"6,623","13,242",92,"3,914",17,"129,527","25,405","5,098,511",2020-06-11
43,Panama,North America,"18,586",+697,418 ,+5,"10,977","7,191",96,"4,311",97,"82,774","19,201","4,310,882",2020-06-11
44,Israel,Asia,"18,569",+214,300 ,+1,"15,250","3,019",24,"2,019",33,"706,906","76,858","9,197,590 ",2020-06-11
45,Japan,Asia,"17,292",+41,920 ,+1,"15,383",989,88,137,7,"328,730","2,599","126,494,838",2020-06-11
46,Austria,Europe,"17,034",+29,674 ,+1,"15,949",411,13,"1,892",75,"506,344","56,237","9,003,730",2020-06-11
47,Iraq,Asia,"16,675","+1,261",457 ,+31,"6,568","9,650",98,415,11,"339,868","8,461","40,167,590",2020-06-11
48,Bahrain,Asia,"16,667",+467,34 ,+3,"11,487","5,146",14,"9,818",20,"393,910","232,044","1,697,568",2020-06-11
49,Bolivia,South America,"15,281",+637,512 ,+25,"2,261","12,508",71,"1,310",44,"39,610","3,396","11,664,091",2020-06-11
50,Armenia,Asia,"14,669",+566,245 ,+18,"5,466","8,958",10,"4,951",83,"75,389","25,444","2,962,966",2020-06-11
51,Nigeria,Africa,"14,554",+681,387 ,+5,"4,494","9,673",7,71,2,"85,375",415,"205,822,203",2020-06-11
52,Kazakhstan,Asia,"13,558",+239,67 ,,"8,593","4,898",62,723,4,"1,050,098","55,963","18,764,311",2020-06-11
53,Serbia,Europe,"12,102",+71,252 ,+1,"11,348",502,14,"1,385",29,"291,996","33,413","8,739,024",2020-06-11
54,Denmark,Europe,"12,035",+19,593 ,,"10,955",487,14,"2,078",102,"749,467","129,416","5,791,166",2020-06-11
55,S. Korea,Asia,"11,947",+45,276 ,,"10,654","1,017",15,233,5,"1,066,888","20,810","51,267,003",2020-06-11
56,Moldova,Europe,"10,727",+406,375 ,+4,"6,072","4,280",339,"2,659",93,"63,328","15,697","4,034,411",2020-06-11
57,Algeria,Africa,"10,589",+105,741 ,+9,"7,255","2,593",33,242,17,,,"43,804,765",2020-06-11
58,Ghana,Africa,"10,358",+157,48 ,,"3,824","6,486",10,334,2,"240,204","7,740","31,034,041",2020-06-11
59,Czechia,Europe,"9,855",+31,328 ,,"7,166","2,361",10,920,31,"487,334","45,511","10,707,989",2020-06-11
60,Azerbaijan,Asia,"8,882",+352,108 ,+6,"4,930","3,844",66,876,11,"362,654","35,785","10,134,274",2020-06-11
61,Cameroon,Africa,"8,681",,212 ,,"4,836","3,633",28,328,8,,,"26,504,775",2020-06-11
62,Norway,Europe,"8,608",+14,242 ,+3,"8,138",228,4,"1,588",45,"272,905","50,361","5,418,993",2020-06-11
63,Morocco,Africa,"8,537",+29,211 ,,"7,583",743,7,231,6,"372,591","10,101","36,886,438",2020-06-11
64,Malaysia,Asia,"8,369",+31,118 ,,"7,065","1,186",5,259,4,"618,360","19,119","32,342,925",2020-06-11
65,Guatemala,North America,"8,221",+355,316 ,+27,"1,504","6,401",5,459,18,"31,427","1,756","17,896,120",2020-06-11
66,Honduras,North America,"7,360",+425,290 ,+19,809,"6,261",13,744,29,"21,540","2,177","9,895,582",2020-06-11
67,Australia,Australia/Oceania,"7,285",+9,102 ,,"6,761",422,2,286,4,"1,711,223","67,150","25,483,610",2020-06-11
68,Finland,Europe,"7,064",+24,325 ,+1,"6,200",539,4,"1,275",59,"211,900","38,247","5,540,291",2020-06-11
69,Sudan,Africa,"6,582",,401 ,,"2,202","3,979",,150,9,401,9,"43,786,472",2020-06-11
70,Tajikistan,Asia,"4,834",+71,49 ,+1,"3,062","1,723",,508,5,,,"9,524,612",2020-06-11
71,Senegal,Africa,"4,759",+119,55 ,+3,"2,994","1,710",20,285,3,"55,634","3,328","16,716,133",2020-06-11
72,Uzbekistan,Asia,"4,741",+118,19 ,,"3,637","1,085",11,142,0.6,"748,555","22,384","33,441,780",2020-06-11
73,Nepal,Asia,"4,614",+250,15 ,,861,"3,738",,159,0.5,"294,073","10,103","29,106,200",2020-06-11
74,DRC,Africa,"4,515",+125,98 ,+2,567,"3,850",,51,1,,,"89,383,696",2020-06-11
75,Ivory Coast,Africa,"4,404",+223,41 ,,"2,212","2,151",,167,2,"34,272","1,301","26,337,705",2020-06-11
76,Djibouti,Africa,"4,398",+25,37 ,+3,"2,519","1,842",,"4,455",37,"39,299","39,809","987,187",2020-06-11
77,Guinea,Africa,"4,372",+114,23 ,,"3,033","1,316",24,333,2,"14,407","1,099","13,110,203",2020-06-11
78,Luxembourg,Europe,"4,052",+3,110 ,,"3,910",32,1,"6,479",176,"98,232","157,072","625,393",2020-06-11
79,Hungary,Europe,"4,039",+12,553 ,+2,"2,391","1,095",19,418,57,"222,247","23,003","9,661,522",2020-06-11
80,Haiti,North America,"3,796",+134,58 ,+2,24,"3,714",,333,5,"7,906",694,"11,394,839",2020-06-11
81,North Macedonia,Europe,"3,538",+174,169 ,+5,"1,682","1,687",34,"1,698",81,"40,004","19,202","2,083,378",2020-06-11
82,Gabon,Africa,"3,463",+169,23 ,+2,"1,024","2,416",17,"1,558",10,"19,517","8,782","2,222,506",2020-06-11
83,El Salvador,North America,"3,373",+99,64 ,,"1,497","1,812",101,520,10,"116,027","17,893","6,484,517",2020-06-11
84,Kenya,Africa,"3,215",+121,92 ,+3,"1,092","2,031",7,60,2,"106,247","1,979","53,699,517",2020-06-11
85,Thailand,Asia,"3,125",,58 ,,"2,987",80,1,45,0.8,"468,175","6,708","69,791,171",2020-06-11
86,Greece,Europe,"3,088",+20,183 ,,"1,374","1,531",14,296,18,"240,924","23,109","10,425,424",2020-06-11
87,Bulgaria,Europe,"3,086",+93,168 ,+1,"1,688","1,230",15,444,24,"98,460","14,165","6,950,812",2020-06-11
88,Bosnia and Herzegovina,Europe,"2,832",+57,161 ,,"2,100",571,4,863,49,"74,379","22,664","3,281,756",2020-06-11
89,Venezuela,South America,"2,814",+76,23 ,,487,"2,304",1,99,0.8,"1,053,417","37,040","28,439,773",2020-06-11
90,Ethiopia,Africa,"2,670",+164,40 ,+5,434,"2,196",32,23,0.3,"165,151","1,439","114,786,713",2020-06-11
91,Somalia,Africa,"2,513",+61,85 ,,532,"1,896",2,158,5,,,"15,864,908",2020-06-11
92,Croatia,Europe,"2,249",,106 ,,"2,132",11,,548,26,"69,606","16,950","4,106,429",2020-06-11
93,Mayotte,Africa,"2,240",+14,28 ,,"1,654",558,12,"8,223",103,"8,800","32,304","272,408",2020-06-11
94,Cuba,North America,"2,219",+8,84 ,+1,"1,893",242,1,196,7,"127,042","11,216","11,326,953",2020-06-11
95,Kyrgyzstan,Asia,"2,129",+36,26 ,,"1,630",473,6,327,4,"139,610","21,419","6,517,994",2020-06-11
96,Maldives,Asia,"1,976",+14,8 ,,"1,153",815,9,"3,659",15,"28,940","53,594","539,990",2020-06-11
97,Estonia,Europe,"1,965",+7,69 ,,"1,697",199,,"1,481",52,"93,837","70,741","1,326,491",2020-06-11
98,CAR,Africa,"1,952",+64,5 ,,38,"1,909",,405,1,"18,161","3,764","4,824,890",2020-06-11
99,Sri Lanka,Asia,"1,877",+8,11 ,,"1,150",716,1,88,0.5,"81,735","3,818","21,408,657",2020-06-11
100,Iceland,Europe,"1,807",,10 ,,"1,794",3,,"5,297",29,"62,976","184,612","341,127",2020-06-11
101,Lithuania,Europe,"1,752",+19,74 ,,"1,372",306,17,643,27,"350,788","128,782","2,723,889",2020-06-11
102,Mali,Africa,"1,722",+55,97 ,+1,989,636,,85,5,"3,483",172,"20,213,291",2020-06-11
103,South Sudan,Africa,"1,670",+66,24 ,+5,48,"1,598",,149,2,"3,356",300,"11,186,498",2020-06-11
104,Slovakia,Europe,"1,541",+8,28 ,,"1,409",104,,282,5,"193,471","35,437","5,459,512",2020-06-11
105,Costa Rica,North America,"1,538",+77,12 ,,722,804,3,302,2,"30,779","6,045","5,091,620",2020-06-11
106,New Zealand,Australia/Oceania,"1,504",,22 ,,"1,482",0,,301,4,"301,882","60,351","5,002,100 ",2020-06-11
107,Slovenia,Europe,"1,488",,109 ,,"1,359",20,,716,52,"87,058","41,876","2,078,924",2020-06-11
108,Nicaragua,North America,"1,464",,55 ,,953,456,,221,8,,,"6,620,207",2020-06-11
109,Mauritania,Africa,"1,439",+156,74 ,+3,250,"1,115",25,310,16,"7,654","1,649","4,641,964",2020-06-11
110,Lebanon,Asia,"1,402",+14,31 ,+1,845,526,7,205,5,"101,676","14,893","6,826,874",2020-06-11
111,Guinea-Bissau,Africa,"1,389",,12 ,,153,"1,224",5,707,6,"1,500",763,"1,965,141",2020-06-11
112,Albania,Europe,"1,385",+44,35 ,+1,"1,001",349,8,481,12,"17,318","6,017","2,877,949",2020-06-11
113,Equatorial Guinea,Africa,"1,306",,12 ,,200,"1,094",,933,9,"8,268","5,906","1,399,912",2020-06-11
114,Paraguay,South America,"1,230",+28,11 ,,624,595,2,173,2,"43,292","6,074","7,127,687",2020-06-11
115,Madagascar,Africa,"1,203",+41,10 ,,312,881,8,44,0.4,"14,857",537,"27,646,431",2020-06-11
116,Zambia,Africa,"1,200",,10 ,,912,278,1,65,0.5,"28,236","1,539","18,351,048",2020-06-11
117,Hong Kong,Asia,"1,108",,4 ,,"1,055",49,4,148,0.5,"241,992","32,293","7,493,747",2020-06-11
118,Latvia,Europe,"1,094",+2,26 ,,818,250,3,580,14,"123,364","65,372","1,887,105",2020-06-11
119,Tunisia,Africa,"1,087",,49 ,,989,49,1,92,4,"56,210","4,759","11,811,891",2020-06-11
120,Sierra Leone,Africa,"1,085",+23,50 ,,642,393,,136,6,,,"7,967,302",2020-06-11
121,Cyprus,Asia,975,+1,18 ,,807,150,4,808,15,"134,706","111,614","1,206,895",2020-06-11
122,Niger,Africa,974,,65 ,,878,31,,40,3,"6,252",259,"24,146,544",2020-06-11
123,French Guiana,South America,917,+52,2 ,,462,453,7,"3,075",7,277,929,"298,196",2020-06-11
124,Burkina Faso,Africa,892,+1,53 ,,790,49,,43,3,,,"20,866,826",2020-06-11
125,Jordan,Asia,890,+27,9 ,,670,211,5,87,0.9,"249,431","24,460","10,197,652",2020-06-11
126,Andorra,Europe,852,,51 ,,780,21,7,"11,028",660,"3,750","48,538","77,259",2020-06-11
127,Chad,Africa,848,+2,72 ,,706,70,,52,4,,,"16,395,556",2020-06-11
128,Uruguay,South America,847,,23 ,,772,52,4,244,7,"51,313","14,774","3,473,119",2020-06-11
129,Georgia,Asia,831,+4,13 ,,694,124,6,208,3,"70,569","17,689","3,989,535",2020-06-11
130,Congo,Africa,728,,24 ,,221,483,,132,4,,,"5,509,663",2020-06-11
131,Diamond Princess,Other,712,,13 ,,651,48,4,,,,, ,2020-06-11
132,San Marino,Europe,691,,42 ,,496,153,1,"20,367","1,238","5,150","151,797","33,927",2020-06-11
133,Uganda,Africa,679,+14, ,,161,518,,15,,"108,904","2,386","45,645,761",2020-06-11
134,Cabo Verde,Africa,657,+42,6 ,+1,294,357,,"1,182",11,"1,307","2,352","555,657",2020-06-11
135,Malta,Europe,640,+5,9 ,,600,31,,"1,450",20,"78,788","178,462","441,484",2020-06-11
136,Sao Tome and Principe,Africa,632,+21,12 ,,146,474,,"2,887",55,"1,278","5,838","218,920",2020-06-11
137,Jamaica,North America,605,,10 ,,407,188,2,204,3,"15,153","5,118","2,960,505",2020-06-11
138,Yemen,Asia,591,+31,136 ,+7,23,432,,20,5,120,4,"29,786,156",2020-06-11
